,ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
6251626,69554749a6bac4b7,xclick,/m/09b5t,1,0.138672,0.380859,0.797935,0.998525,0,1,0,0,0,0.355469,0.138672,0.380859,0.280273,0.797935,0.873156,0.876106,0.998525
6251627,69554749a6bac4b7,xclick,/m/09b5t,1,0.262695,0.514648,0.426254,0.821534,1,0,0,0,0,0.501953,0.262695,0.514648,0.307617,0.426254,0.567847,0.458702,0.821534
6251628,69554749a6bac4b7,xclick,/m/09b5t,1,0.470703,0.606445,0.90708,0.998525,0,1,0,0,0,0.512695,0.470703,0.606445,0.517578,0.90708,0.958702,0.989676,0.998525
6253053,695b2990ca424d66,activemil,/m/09b5t,1,0.285,0.71875,0.298959,0.979186,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6253744,695ee6334814b000,xclick,/m/09b5t,1,0.063125,0.229375,0.35,0.533333,1,0,0,0,0,0.220625,0.063125,0.229375,0.108125,0.35,0.483333,0.386667,0.533333
6253745,695ee6334814b000,xclick,/m/09b5t,1,0.140625,0.28125,0.414167,0.5625,1,0,0,0,0,0.2725,0.140625,0.28125,0.15625,0.414167,0.5225,0.436667,0.5625
6253746,695ee6334814b000,xclick,/m/09b5t,1,0.19875,0.31625,0.43,0.629167,1,0,0,0,0,0.298125,0.19875,0.31625,0.28875,0.43,0.570833,0.5175,0.629167
6253747,695ee6334814b000,xclick,/m/09b5t,1,0.336875,0.415625,0.415833,0.596667,1,0,0,0,0,0.368125,0.336875,0.415625,0.368125,0.415833,0.483333,0.565833,0.596667
6253748,695ee6334814b000,xclick,/m/09b5t,1,0.47125,0.606875,0.29,0.680833,1,0,0,0,0,0.530625,0.47125,0.606875,0.495625,0.29,0.488333,0.524167,0.680833
6253749,695ee6334814b000,xclick,/m/09b5t,1,0.58125,0.616875,0.38,0.580833,1,0,0,0,0,0.603125,0.58125,0.616875,0.59,0.38,0.431667,0.455833,0.580833
6253750,695ee6334814b000,xclick,/m/09b5t,1,0.614375,0.689375,0.369167,0.515833,1,0,0,0,0,0.689375,0.62,0.683125,0.614375,0.369167,0.410833,0.438333,0.515833
6253751,695ee6334814b000,xclick,/m/09b5t,1,0.63,0.70625,0.43,0.608333,1,0,0,0,0,0.66875,0.63,0.70625,0.640625,0.43,0.496667,0.5275,0.608333
6253752,695ee6334814b000,xclick,/m/09b5t,1,0.74625,0.8225,0.370833,0.556667,1,0,0,0,0,0.771875,0.74625,0.8225,0.798125,0.370833,0.453333,0.470833,0.556667
6270942,69aad2c489ded3e8,activemil,/m/09b5t,1,0.0,0.84764,0.058333,0.931667,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6273554,69b77ed226c90d61,activemil,/m/09b5t,1,0.11375,0.369375,0.3075,0.955,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6273557,69b77ed226c90d61,xclick,/m/09b5t,1,0.373125,0.50625,0.151667,0.421667,1,0,0,0,0,0.475,0.373125,0.50625,0.42875,0.151667,0.385833,0.299167,0.421667
6273558,69b77ed226c90d61,xclick,/m/09b5t,1,0.648125,0.78625,0.0875,0.3275,1,0,0,0,0,0.67875,0.648125,0.78625,0.74375,0.0875,0.1275,0.179167,0.3275
6308985,6a53be7bc86c3119,xclick,/m/09b5t,1,0.15,0.85,0.026667,0.995556,0,1,0,0,0,0.226667,0.85,0.453333,0.15,0.026667,0.222222,0.995556,0.204444
6331585,6abed0d29629e2bd,xclick,/m/09b5t,1,0.043125,0.528125,0.058244,0.88105,1,0,0,1,0,0.16875,0.043125,0.528125,0.21375,0.058244,0.474979,0.407711,0.88105
6331586,6abed0d29629e2bd,xclick,/m/09b5t,1,0.526875,0.96875,0.084495,0.898277,1,0,0,1,0,0.61375,0.526875,0.96875,0.684375,0.084495,0.492207,0.478261,0.898277
6365430,6b4f006b73cee63b,xclick,/m/09b5t,1,0.4075,0.655625,0.353659,0.91182,1,0,0,0,0,0.465,0.4075,0.655625,0.5575,0.353659,0.642589,0.550657,0.91182
6382992,6b99e12e2e941183,activemil,/m/09b5t,1,0.266875,0.455,0.4575,0.675833,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6421670,6c3c1f70ee577518,activemil,/m/09b5t,1,0.278299,0.837398,0.43277,0.846154,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6430533,6c646850f2b66d34,activemil,/m/09b5t,1,0.24,0.724375,0.275,0.848333,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6446176,6ca860c09a110014,activemil,/m/09b5t,1,0.418125,0.5575,0.461667,0.704167,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6449526,6cb82766b6401a91,activemil,/m/09b5t,1,0.293218,0.573138,0.487,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6449527,6cb82766b6401a91,xclick,/m/09b5t,1,0.446144,0.999335,0.442,0.999,0,1,0,0,0,0.621676,0.446144,0.730718,0.999335,0.442,0.669,0.999,0.685
6456624,6cda130e884e1188,activemil,/m/09b5t,1,0.733398,0.817383,0.559014,0.754864,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6484187,6d55e04fda357911,activemil,/m/09b5t,1,0.191875,0.6,0.4075,0.895833,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6514090,6dd556c6ec5617a7,activemil,/m/09b5t,1,0.568333,0.751667,0.72125,0.926875,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6515960,6ddf0ea54cc9d64f,xclick,/m/09b5t,1,0.0,0.481238,0.03,0.390625,1,1,0,0,0,0.075985,0.0,0.021576,0.481238,0.03,0.1,0.390625,0.250625
6515961,6ddf0ea54cc9d64f,xclick,/m/09b5t,1,0.0,0.698874,0.1825,0.71,1,1,0,0,0,0.681051,0.0,0.317073,0.698874,0.1825,0.515625,0.71,0.2025
6523417,6e02bbc9921a9cbb,xclick,/m/09b5t,1,0.08625,0.165625,0.658537,0.999062,0,1,0,0,0,0.121875,0.113125,0.08625,0.165625,0.658537,0.999062,0.984991,0.793621
6531944,6e2967f489142da3,xclick,/m/09b5t,1,0.0,0.086875,0.545798,0.644004,1,0,0,0,0,0.00625,0.0,0.086875,0.0425,0.545798,0.566572,0.559018,0.644004
6531945,6e2967f489142da3,xclick,/m/09b5t,1,0.038125,0.105,0.831917,0.961284,1,0,0,0,0,0.05,0.038125,0.105,0.088125,0.831917,0.922568,0.903683,0.961284
6531946,6e2967f489142da3,xclick,/m/09b5t,1,0.0425,0.11,0.576015,0.76204,1,0,0,0,0,0.05,0.0425,0.11,0.06125,0.576015,0.661945,0.65628,0.76204
6531947,6e2967f489142da3,xclick,/m/09b5t,1,0.081875,0.115,0.737488,0.84136,1,0,0,0,0,0.083125,0.081875,0.115,0.1,0.737488,0.79509,0.774315,0.84136
6531948,6e2967f489142da3,xclick,/m/09b5t,1,0.10125,0.19375,0.645892,0.84136,1,0,0,0,0,0.10875,0.10125,0.19375,0.126875,0.645892,0.730878,0.71577,0.84136
6531949,6e2967f489142da3,xclick,/m/09b5t,1,0.10875,0.145,0.627007,0.690274,1,0,0,0,0,0.126875,0.10875,0.145,0.129375,0.627007,0.640227,0.653447,0.690274
6531950,6e2967f489142da3,xclick,/m/09b5t,1,0.1425,0.195,0.644004,0.737488,1,0,0,0,0,0.155,0.1425,0.195,0.16375,0.644004,0.711992,0.710104,0.737488
6531951,6e2967f489142da3,xclick,/m/09b5t,1,0.174375,0.235625,0.756374,0.888574,1,0,0,0,0,0.184375,0.174375,0.235625,0.19625,0.756374,0.830028,0.80831,0.888574
6531952,6e2967f489142da3,xclick,/m/09b5t,1,0.189375,0.396875,0.466478,0.623229,1,0,1,0,0,0.189375,0.396875,0.275625,0.30375,0.527856,0.537299,0.623229,0.466478
6531953,6e2967f489142da3,xclick,/m/09b5t,1,0.20375,0.26625,0.776204,0.938621,1,0,0,0,0,0.239375,0.20375,0.26625,0.225625,0.776204,0.868744,0.855524,0.938621
6531954,6e2967f489142da3,xclick,/m/09b5t,1,0.228125,0.339375,0.653447,0.839471,1,0,1,0,0,0.228125,0.339375,0.283125,0.25625,0.653447,0.760151,0.839471,0.787535
6531955,6e2967f489142da3,xclick,/m/09b5t,1,0.239375,0.31375,0.92729,0.999056,0,1,0,0,0,0.29625,0.239375,0.31375,0.286875,0.92729,0.996223,0.949953,0.999056
6531956,6e2967f489142da3,xclick,/m/09b5t,1,0.275625,0.35875,0.754485,0.870633,1,0,0,0,0,0.340625,0.275625,0.35875,0.284375,0.754485,0.818697,0.820585,0.870633
6531957,6e2967f489142da3,xclick,/m/09b5t,1,0.2975,0.381875,0.831917,0.990557,1,0,0,0,0,0.31625,0.2975,0.381875,0.345625,0.831917,0.92068,0.905571,0.990557
6531958,6e2967f489142da3,xclick,/m/09b5t,1,0.305,0.381875,0.774315,0.903683,1,0,0,0,0,0.381875,0.328125,0.35375,0.305,0.774315,0.824363,0.903683,0.86119
6531959,6e2967f489142da3,xclick,/m/09b5t,1,0.31,0.4675,0.516525,0.756374,1,0,0,0,0,0.31,0.4675,0.40625,0.445625,0.520302,0.516525,0.756374,0.752597
6531960,6e2967f489142da3,xclick,/m/09b5t,1,0.41875,0.46625,0.885741,0.999056,1,1,0,0,0,0.42125,0.41875,0.46625,0.4525,0.885741,0.999056,0.990557,0.999056
6531961,6e2967f489142da3,xclick,/m/09b5t,1,0.429375,0.753125,0.437205,0.934844,1,0,0,0,0,0.455,0.429375,0.753125,0.544375,0.437205,0.498584,0.580737,0.934844
6531962,6e2967f489142da3,xclick,/m/09b5t,1,0.45625,0.495625,0.95373,0.999056,0,1,0,0,0,0.4725,0.45625,0.495625,0.479375,0.95373,0.977337,0.996223,0.999056
6531963,6e2967f489142da3,xclick,/m/09b5t,1,0.51,0.66,0.439093,0.588291,1,0,0,0,0,0.60875,0.51,0.66,0.550625,0.439093,0.477809,0.535411,0.588291
6531964,6e2967f489142da3,xclick,/m/09b5t,1,0.649375,0.694375,0.510859,0.595845,1,0,0,0,0,0.67875,0.649375,0.694375,0.67625,0.510859,0.531634,0.535411,0.595845
6531965,6e2967f489142da3,xclick,/m/09b5t,1,0.7675,0.999375,0.508971,0.644004,1,1,0,0,0,0.783125,0.7675,0.999375,0.835625,0.508971,0.543909,0.605288,0.644004
6551259,6e7d6c76d420ab04,xclick,/m/09b5t,1,0.0,0.198125,0.396161,0.839442,1,1,0,0,0,0.0,0.198125,0.1175,0.0,0.396161,0.730366,0.839442,0.735602
6551260,6e7d6c76d420ab04,xclick,/m/09b5t,1,0.083125,0.649375,0.206806,0.890052,1,0,0,0,0,0.57375,0.083125,0.649375,0.559375,0.206806,0.619546,0.474695,0.890052
6551261,6e7d6c76d420ab04,xclick,/m/09b5t,1,0.718125,0.999375,0.382199,0.854276,1,1,0,0,0,0.999375,0.718125,0.999375,0.9975,0.382199,0.687609,0.842932,0.854276
6584419,6f0e43435592f131,activemil,/m/09b5t,1,0.314063,0.446875,0.685417,0.930208,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6584420,6f0e43435592f131,xclick,/m/09b5t,1,0.0,0.999219,0.304167,0.998958,1,1,1,0,0,0.153906,0.0,0.999219,0.232031,0.304167,0.621875,0.569792,0.998958
6584421,6f0e43435592f131,xclick,/m/09b5t,1,0.171094,0.24375,0.164583,0.221875,1,0,0,0,0,0.223438,0.171094,0.24375,0.182812,0.164583,0.185417,0.203125,0.221875
6584422,6f0e43435592f131,xclick,/m/09b5t,1,0.23125,0.251563,0.101042,0.153125,1,0,0,0,0,0.241406,0.23125,0.251563,0.2375,0.101042,0.127083,0.128125,0.153125
6584423,6f0e43435592f131,xclick,/m/09b5t,1,0.432813,0.497656,0.15625,0.25,1,0,0,0,0,0.432813,0.485938,0.497656,0.458594,0.173958,0.15625,0.179167,0.25
6584424,6f0e43435592f131,xclick,/m/09b5t,1,0.598437,0.660937,0.26875,0.392708,1,0,0,0,0,0.598437,0.607031,0.660937,0.657813,0.276042,0.392708,0.26875,0.382292
6584425,6f0e43435592f131,xclick,/m/09b5t,1,0.608594,0.673437,0.2,0.307292,1,0,0,0,0,0.625781,0.608594,0.673437,0.634375,0.2,0.242708,0.211458,0.307292
6584426,6f0e43435592f131,xclick,/m/09b5t,1,0.657812,0.725781,0.208333,0.288542,1,0,0,0,0,0.725781,0.657812,0.682813,0.692187,0.208333,0.28125,0.288542,0.208333
6584427,6f0e43435592f131,xclick,/m/09b5t,1,0.675,0.766406,0.272917,0.367708,1,0,0,0,0,0.766406,0.675,0.764844,0.727344,0.272917,0.333333,0.307292,0.367708
6584428,6f0e43435592f131,xclick,/m/09b5t,1,0.871875,0.940625,0.333333,0.380208,1,0,0,0,0,0.922656,0.871875,0.940625,0.923438,0.333333,0.351042,0.366667,0.380208
6584429,6f0e43435592f131,xclick,/m/09b5t,1,0.961719,0.999219,0.190625,0.278125,0,1,0,0,0,0.999219,0.961719,0.999219,0.974219,0.190625,0.220833,0.2375,0.278125
6606237,6f6a7690aea552e4,activemil,/m/09b5t,1,0.57875,0.850625,0.368333,0.818333,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6606238,6f6a7690aea552e4,xclick,/m/09b5t,1,0.0,0.32,0.666667,0.999167,0,1,0,0,0,0.260625,0.0,0.32,0.24875,0.666667,0.7925,0.7775,0.999167
6606239,6f6a7690aea552e4,xclick,/m/09b5t,1,0.13125,0.263125,0.1275,0.39,0,0,0,0,0,0.198125,0.13125,0.263125,0.156875,0.1275,0.230833,0.246667,0.39
6606240,6f6a7690aea552e4,xclick,/m/09b5t,1,0.31875,0.525,0.19,0.615,0,0,0,0,0,0.36875,0.31875,0.525,0.383125,0.19,0.385833,0.375833,0.615
6618773,6fa40f447379f994,xclick,/m/09b5t,1,0.210625,0.2975,0.649156,0.786116,0,0,0,0,0,0.22375,0.238125,0.2975,0.210625,0.649156,0.786116,0.708255,0.660413
6629078,6fd4117d49ca47f8,activemil,/m/09b5t,1,0.0375,0.865,0.043152,1.0,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6652845,703f427a3110b3c4,activemil,/m/09b5t,1,0.4275,0.8625,0.144981,0.60223,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6652846,703f427a3110b3c4,xclick,/m/09b5t,1,0.0,0.9975,0.0,0.925651,1,1,1,0,0,0.0,0.9975,0.4625,0.0,0.0,0.0,0.925651,0.107807
6681115,70bc7d6766fd3736,activemil,/m/09b5t,1,0.05,0.528125,0.181051,0.664165,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6684609,70cbe5150dfc35ea,xclick,/m/09b5t,1,0.096875,0.89875,0.186111,0.60625,1,0,1,0,0,0.499375,0.096875,0.89875,0.149375,0.186111,0.544444,0.463889,0.60625
6684610,70cbe5150dfc35ea,xclick,/m/09b5t,1,0.321875,0.70875,0.390278,0.614583,1,0,0,0,0,0.413125,0.533125,0.70875,0.321875,0.390278,0.614583,0.483333,0.457639
6685556,70d0a1a5284daf76,activemil,/m/09b5t,1,0.25875,1.0,0.038333,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6735037,71a379f01615b45d,activemil,/m/09b5t,1,0.311719,0.827344,0.121176,0.936471,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6744814,71ce23e2f56c0e4b,xclick,/m/09b5t,1,0.083125,0.190625,0.30101,0.747475,0,0,0,1,0,0.10875,0.083125,0.190625,0.11875,0.30101,0.466667,0.521212,0.747475
6744815,71ce23e2f56c0e4b,xclick,/m/09b5t,1,0.340625,0.445625,0.30101,0.731313,0,0,0,1,0,0.375,0.340625,0.445625,0.37375,0.30101,0.454545,0.545455,0.731313
6744816,71ce23e2f56c0e4b,xclick,/m/09b5t,1,0.583125,0.675625,0.288889,0.713131,0,0,0,1,0,0.61125,0.583125,0.6125,0.675625,0.288889,0.39798,0.713131,0.515152
6744817,71ce23e2f56c0e4b,xclick,/m/09b5t,1,0.835,0.93625,0.262626,0.70303,0,0,0,1,0,0.864375,0.835,0.93625,0.864375,0.262626,0.486869,0.494949,0.70303
6758042,72088ab54b979cca,activemil,/m/09b5t,1,0.594167,0.863333,0.6025,0.7525,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6759810,7210e9497e1a5ae4,activemil,/m/09b5t,1,0.0,0.865,0.124167,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6761092,7216c47655729b8c,xclick,/m/09b5t,1,0.028125,0.15,0.362625,0.528365,1,0,0,0,0,0.130625,0.028125,0.15,0.07125,0.362625,0.401557,0.384872,0.528365
6761093,7216c47655729b8c,xclick,/m/09b5t,1,0.06375,0.27,0.499444,0.715239,1,0,0,0,0,0.128125,0.06375,0.27,0.191875,0.499444,0.562848,0.671858,0.715239
6761094,7216c47655729b8c,xclick,/m/09b5t,1,0.36375,0.57625,0.453838,0.784205,1,0,0,0,0,0.57625,0.403125,0.431875,0.36375,0.453838,0.562848,0.784205,0.754171
6761095,7216c47655729b8c,xclick,/m/09b5t,1,0.506875,0.558125,0.355951,0.47386,1,0,0,0,0,0.5275,0.506875,0.558125,0.5175,0.355951,0.437152,0.439377,0.47386
6761096,7216c47655729b8c,xclick,/m/09b5t,1,0.541875,0.604375,0.471635,0.72525,1,0,0,0,0,0.604375,0.541875,0.593125,0.56125,0.471635,0.560623,0.588432,0.72525
6761097,7216c47655729b8c,xclick,/m/09b5t,1,0.57625,0.688125,0.447164,0.626251,1,0,0,0,0,0.68125,0.57625,0.688125,0.62375,0.447164,0.489433,0.487208,0.626251
6761098,7216c47655729b8c,xclick,/m/09b5t,1,0.62375,0.765,0.510567,0.745273,1,0,0,0,0,0.765,0.62375,0.7375,0.699375,0.510567,0.665184,0.713014,0.745273
6769134,723cea212d2c2c24,activemil,/m/09b5t,1,0.100625,0.24625,0.329588,0.648876,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6769135,723cea212d2c2c24,xclick,/m/09b5t,1,0.2475,0.43625,0.406367,0.763109,0,0,0,0,0,0.276875,0.2475,0.43625,0.375625,0.406367,0.444757,0.559925,0.763109
6769136,723cea212d2c2c24,xclick,/m/09b5t,1,0.268125,0.429375,0.275281,0.536517,1,0,0,0,0,0.28875,0.268125,0.429375,0.360625,0.275281,0.331461,0.396067,0.536517
6769137,723cea212d2c2c24,xclick,/m/09b5t,1,0.485625,0.6575,0.375468,0.657303,1,0,0,0,0,0.633125,0.485625,0.6575,0.54875,0.375468,0.457865,0.43633,0.657303
6769138,723cea212d2c2c24,xclick,/m/09b5t,1,0.5475,0.721875,0.15824,0.419476,1,0,0,0,0,0.578125,0.5475,0.721875,0.6625,0.15824,0.294944,0.191011,0.419476
6769139,723cea212d2c2c24,xclick,/m/09b5t,1,0.616875,0.74625,0.406367,0.801498,0,0,0,0,0,0.628125,0.616875,0.74625,0.69875,0.406367,0.578652,0.628277,0.801498
6779387,726ee4bbcd161dee,xclick,/m/09b5t,1,0.535625,0.690625,0.305833,0.531667,1,0,0,0,0,0.64125,0.5775,0.535625,0.690625,0.305833,0.531667,0.505,0.315
6811601,72fa56541413d6db,activemil,/m/09b5t,1,0.59,0.86625,0.239167,0.981667,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6811602,72fa56541413d6db,xclick,/m/09b5t,1,0.0,0.945,0.109167,0.999167,1,1,1,0,0,0.4775,0.0,0.533125,0.945,0.109167,0.748333,0.999167,0.595
6822046,733062629cbad40c,activemil,/m/09b5t,1,0.308199,0.657394,0.167319,0.782779,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6839895,737fccc39a64ecce,activemil,/m/09b5t,1,0.333125,0.664375,0.143333,0.5775,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6859100,73d698877964503b,activemil,/m/09b5t,1,0.331875,0.671875,0.087342,0.772152,1,1,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6865047,73f1c65a253397ef,xclick,/m/09b5t,1,0.151875,0.731875,0.078333,0.861667,1,0,0,0,0,0.291875,0.151875,0.731875,0.55375,0.078333,0.445,0.3175,0.861667
6878491,742d9165b55d1fe5,activemil,/m/09b5t,1,0.103125,0.705,0.094909,0.987921,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6878492,742d9165b55d1fe5,xclick,/m/09b5t,1,0.0,0.184375,0.007765,0.874892,1,1,0,0,0,0.12125,0.0,0.184375,0.005,0.007765,0.391717,0.275237,0.874892
6878493,742d9165b55d1fe5,xclick,/m/09b5t,1,0.51875,0.745,0.043141,0.519413,1,0,0,0,0,0.58125,0.51875,0.745,0.63625,0.043141,0.170837,0.333909,0.519413
6878494,742d9165b55d1fe5,xclick,/m/09b5t,1,0.63375,0.9975,0.231234,0.999137,1,1,0,0,0,0.920625,0.63375,0.9975,0.754375,0.231234,0.551337,0.401208,0.999137
6878495,742d9165b55d1fe5,xclick,/m/09b5t,1,0.649375,0.885,0.068162,0.590164,1,0,0,0,0,0.764375,0.649375,0.885,0.704375,0.068162,0.201035,0.273512,0.590164
6880202,743573ccb7fc3efa,activemil,/m/09b5t,1,0.410625,0.706875,0.537361,0.955485,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6880203,743573ccb7fc3efa,xclick,/m/09b5t,1,0.01375,0.82375,0.0,0.571542,1,1,0,0,0,0.47375,0.01375,0.82375,0.648125,0.0,0.272655,0.122417,0.571542
6892394,746d378a840caac1,activemil,/m/09b5t,1,0.345333,0.483333,0.122534,0.316719,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6893163,74708795964d3099,activemil,/m/09b5t,1,0.42875,0.52,0.438086,0.681051,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6894908,7477926d79372d71,xclick,/m/09b5t,1,0.18,0.836667,0.133333,0.982222,1,0,0,0,0,0.32,0.18,0.836667,0.58,0.133333,0.36,0.253333,0.982222
6914823,74d3c68b938342fe,activemil,/m/09b5t,1,0.6725,0.818125,0.555347,0.865854,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6918646,74e5b3b035792c3d,activemil,/m/09b5t,1,0.021077,0.622951,0.309375,0.96875,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6923897,74fb176bde8c5f04,activemil,/m/09b5t,1,0.472727,0.895298,0.035647,0.479675,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6923898,74fb176bde8c5f04,xclick,/m/09b5t,1,0.105956,0.460815,0.250782,0.587242,0,0,0,0,0,0.257053,0.105956,0.460815,0.337304,0.250782,0.419637,0.470919,0.587242
6923899,74fb176bde8c5f04,xclick,/m/09b5t,1,0.258307,0.803135,0.634772,0.98374,0,0,0,0,0,0.472727,0.258307,0.803135,0.652665,0.634772,0.856785,0.771732,0.98374
6967242,75b7b8e85c4f39de,xclick,/m/09b5t,1,0.0,0.221368,0.133333,0.521795,1,1,0,1,0,0.17265,0.0,0.221368,0.097436,0.133333,0.314103,0.360256,0.521795
6967243,75b7b8e85c4f39de,xclick,/m/09b5t,1,0.115385,0.362393,0.207692,0.614103,1,0,0,1,0,0.308547,0.115385,0.362393,0.268376,0.207692,0.4,0.401282,0.614103
6967244,75b7b8e85c4f39de,xclick,/m/09b5t,1,0.362393,0.605983,0.14359,0.507692,1,0,0,1,0,0.568376,0.362393,0.605983,0.441026,0.14359,0.288462,0.3,0.507692
6987942,7611243abb4e4fae,xclick,/m/09b5t,1,0.516667,0.975,0.25,0.75875,0,0,0,0,0,0.585,0.516667,0.815833,0.975,0.25,0.294375,0.75875,0.483125
6990329,761bfc8cbf8f2163,activemil,/m/09b5t,1,0.574375,0.9925,0.0,0.534194,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6990330,761bfc8cbf8f2163,xclick,/m/09b5t,1,0.051875,0.54,0.073548,0.687742,1,0,0,0,0,0.43625,0.051875,0.54,0.295,0.073548,0.433548,0.251613,0.687742
6991690,7621ba11ead3e4b6,activemil,/m/09b5t,1,0.440625,0.544375,0.390244,0.532833,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6995450,76319aa9d0c50259,activemil,/m/09b5t,1,0.319333,0.432667,0.54232,0.753396,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7001763,764da8a38eaa54bd,activemil,/m/09b5t,1,0.243615,0.994106,0.402062,0.927835,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7001764,764da8a38eaa54bd,xclick,/m/09b5t,1,0.048134,0.578585,0.081186,0.811856,1,0,0,0,0,0.163065,0.048134,0.05501,0.578585,0.081186,0.752577,0.811856,0.440722
7009478,766fea40547a63c0,activemil,/m/09b5t,1,0.21,1.0,0.373333,0.984167,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7018190,769704c734d4dbca,activemil,/m/09b5t,1,0.118125,0.6925,0.305833,0.784167,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7018191,769704c734d4dbca,xclick,/m/09b5t,1,0.131875,0.714375,0.0,0.445,1,1,0,0,0,0.174375,0.131875,0.714375,0.695,0.0,0.046667,0.210833,0.445
7025644,76b82ce3a52389fd,activemil,/m/09b5t,1,0.17486,1.0,0.074375,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7026730,76bf274c59303f56,activemil,/m/09b5t,1,0.0,0.778333,0.03,0.7225,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7067467,77770f932d2f9116,activemil,/m/09b5t,1,0.386875,0.99375,0.078333,0.970833,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7087909,77d22a0c27476298,activemil,/m/09b5t,1,0.40875,0.828125,0.134089,0.902738,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7096824,77fbaaa573c07745,activemil,/m/09b5t,1,0.069231,0.946154,0.060914,0.932318,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
